brinkey	unikey	keyword match	university	brinkeyPop	unikeyPop
['copd', 'zwangerschap', 'roken']	[]	False	rug	12	3235
['stedenbouw', 'ruimtelijke ordening', 'plattelandsgeografie']	[]	False	uu	5	3235
['vegetatiekunde', 'veeteelt', 'grasland']	['rundvee']	False	wur	24	5
['bodemvruchtbaarheid', 'paddenstoelen', 'bodemverontreiniging']	['kalimantan', 'bodemvruchtbaarheid', 'agroforestry']	False	wur	14	10
['vogels', 'microbiologie', 'immunologie']	[]	False	rug	24	3235
['chirurgie', 'biomaterialen', 'interne geneeskunde']	[]	False	eur	44	3235
['weefselleer ; dierkunde', 'weefselleer ; menskunde', 'laboratoriumtechnieken']	[]	False	rug	8	3235
['septikemie', 'immunologie', 'hersenvliesontsteking']	['immunologie', 'infectieziekten']	False	eur	26	24
['proteïnen', 'cytostatica', 'leukemie']	['leukemie', 'hematologie']	False	eur	92	15
['kindergeneeskunde', 'reumatologie', 'bewegingstherapie']	['fysiotherapie', 'kinderen']	False	uu	36	13
['epidemiologie', 'virussen', 'varkens']	[]	False	uu	35	3235
['colloïdchemie', 'straling', 'kristallen']	[]	False	uu	17	3235
['victoriameer', 'ecologie', 'vissen']	[]	False	ul	26	3235
['morfologie (taalwetenschap)', 'brazilië', 'taalkunde ; overige talen']	[]	False	rug	10	3235
['geheugen', 'neurofysiologie', 'cognitieve psychologie']	[]	False	rug	28	3235
['biomarkers', 'proteïnen', 'farmacologie']	[]	False	rug	65	3235
['zwangerschap', 'kindersterfte', 'neonatologie']	['zwangerschap', 'kindersterfte']	False	rug	31	4
['cardiologie', 'medische informatica', 'eerstelijnsgezondheidszorg']	['medische informatica']	False	eur	23	1
['psychofysiologie', 'neuropsychologie', 'aandachtstekortstoornis (met hyperactiviteit)']	[]	False	rug	15	3235
['ecosystemen', 'europa ; economie', 'broeikaseffect']	['biodiversiteit', 'ecosystemen', 'europa', 'geografische informatiesystemen', 'bodemvruchtbaarheid', 'landschapsecologie']	False	wur	39	26
['aardoliewinning', 'computersimulatie', 'stromingsleer']	[]	False	tud	28	3235
['stress', 'psychopathologie', 'sekseverschillen']	['psychopathologie', 'sekseverschillen']	False	rug	27	21
['varkens', 'overgewicht', 'erfelijkheidsleer']	['genen', 'chromosomen', 'varkens']	False	wur	39	24
['zenuwstelsel', 'ethologie', 'neurologie']	['neurologie']	False	rug	46	16
['noordzee', 'klimaatveranderingen', 'vissen']	['noordzee', 'klimaatveranderingen']	False	rug	29	3
['voortgezet onderwijs', 'literatuuronderwijs', 'lezen']	['receptie']	False	rug	3	1
['outsourcing', 'logistiek', 'voedingsmiddelenindustrie']	['logistiek', 'taiwan', 'voedingsmiddelenindustrie', 'nederland', 'dienstensector']	False	wur	13	60
['milieutechniek', 'elektrochemie', 'afvalwater']	['membranen']	False	rug	31	9
['ziekte van parkinson', 'verkeersveiligheid', 'ouderdom']	[]	False	rug	13	3235
['indonesië', 'gezondheidszorg', 'vaccinatie']	[]	False	rug	22	3235
['biomaterialen', 'traumatologie', 'orthopedie']	[]	False	eur	25	3235
['kenia', 'bodemvruchtbaarheid', 'waterbeheer']	['waterbeheer', 'kenia']	False	wur	29	6
['uiterwaarden', 'natuurbeheer en -ontwikkeling', 'biodiversiteit']	['uiterwaarden', 'ecologie', 'hydrologie', 'rivieren', 'overstromingen', 'donau', 'natuurbescherming', 'besluitvorming']	False	wur	11	51
['keel-, neus- en oorziekten', 'slechthorendheid', 'doofheid']	[]	False	rug	39	3235
['radar', 'wiskundige analyse', 'algoritmen']	[]	False	tud	28	3235
['huwelijk', 'relatieproblemen', 'christendom en islam']	[]	False	rug	4	3235
['elektronische schakelingen', 'optica', 'communicatiesystemen']	[]	False	tud	13	3235
['malaria', 'neuropsychologie', 'geneesmiddelen ; bijwerkingen']	['farmacologie']	False	eur	34	6
['microbiologie', 'proteïnen', 'gist']	[]	False	rug	77	3235
['internationale handel', 'internationale economie', 'productie']	[]	False	rug	9	3235
['microbiologie', 'gentechnologie', 'bacteriën']	[]	False	uu	111	3235
['microbiologie', 'gist', 'celbiologie']	[]	False	rug	130	3235
['prijspolitiek', 'wegverkeer', 'gedrag']	[]	False	tud	19	3235
['milieutoxicologie', 'metalen', 'wormen']	['stress', 'milieutoxicologie', 'toxicologie', 'metalen']	False	wur	30	9
['halfgeleiders', 'chips', 'micro-elektronica']	[]	False	tud	27	3235
['hart- en vaatziekten', 'nier(ziekten)', 'zwangerschapshypertensie']	[]	False	rug	79	3235
['horecabedrijf', 'brandpreventie', 'cateringbedrijf']	[]	False	ul	3	3235
['patroonherkenning', 'programmeren', 'algoritmen']	[]	False	tud	42	3235
['microbiologie', 'diagnostiek', 'spectroscopie']	['biologie']	False	eur	50	1
['lobbyisme', 'europese integratie', 'politieke partijen ; nederland']	[]	False	ul	4	3235
['ouderenhuisvesting', 'bejaarden ; maatschappij', 'sociale geografie']	[]	False	rug	6	3235
['toegepaste wiskunde', 'ruimtevaarttechniek', 'vaste stoffen ; mechanica']	[]	False	tud	27	3235
['microbiologie', 'rna', 'dna']	[]	False	wur	73	3235
['sociale psychologie', 'speltheorie', 'gedrag']	[]	False	rug	28	3235
['genen', 'proteïnen', 'bloed']	['dna']	False	eur	113	6
['duitsland ; geschiedenis', 'cultuurfilosofie', 'wereldoorlog i']	[]	False	rug	5	3235
['gezondheidszorg ; nederland', 'omgevingspsychologie', 'milieuverontreiniging']	[]	False	uu	17	3235
['hyperthermie', 'cytostatica', 'tumoren']	['hyperthermie', 'kanker']	False	rug	34	10
['corrosie', 'microbiologie', 'staalconstructies']	[]	False	tud	25	3235
['nek- en rugklachten', 'huisartsgeneeskunde', 'neurologie']	[]	False	eur	47	3235
['informatiemanagement', 'kenia', 'universiteiten']	[]	False	tud	13	3235
['materiaalmoeheid', 'lassen', 'staalconstructies']	[]	False	tud	18	3235
['watervoorziening', 'grondonderzoek', 'remote sensing']	[]	False	uu	33	3235
['vietnam', 'veevoeding', 'varkens']	[]	False	uu	27	3235
['leesvaardigheid', 'taalachterstand', 'oeganda']	[]	False	rug	5	3235
['gezondheidszorg ; nederland', 'patiëntenrecht', 'medezeggenschap']	['medezeggenschap']	False	eur	9	1
['muziekpsychologie', 'muziekonderwijs', 'leerprocessen']	[]	False	rug	12	3235
['voedingsgewoonten', 'hormonen', 'overgewicht']	['voeding', 'hormonen', 'overgewicht']	False	wur	41	10
['operations research', 'goederenvervoer', 'algoritmen']	[]	False	rug	30	3235
['neurofysiologie', 'moleculaire biologie', 'leerpsychologie']	[]	False	eur	60	3235
['bodemvruchtbaarheid', 'kameroen', 'landbouw']	['kameroen', 'bossen', 'ontbossing']	False	wur	15	9
['virologie', 'membranen', 'computersimulatie']	[]	False	rug	64	3235
['speltheorie', 'goederenvervoer', 'mathematische psychologie']	[]	False	tud	9	3235
['stress', 'dierfysiologie', 'varkens']	['varkens']	False	uu	46	12
['plantenziekten', 'plantenveredeling', 'tarwe']	['tarwe']	False	wur	33	4
['kwantummechanica', 'elementaire-deeltjesfysica', 'halfgeleiders']	[]	False	tud	27	3235
['plantenfysiologie', 'wieren', 'plantengeografie']	[]	False	rug	41	3235
['geografische informatiesystemen', 'landinrichting', 'remote sensing']	['geografische informatiesystemen', 'andhra pradesh', 'india']	False	wur	39	11
['immunologie', 'gerontologie', 'autoimmuunziekten']	[]	False	rug	72	3235
['licht', 'materialenkennis', 'experimentele fysica']	[]	False	ul	16	3235
['vogels', 'biologisch onderzoek', 'voortplanting']	[]	False	rug	24	3235
['dna', 'voortplanting', 'kanker']	['ioniserende straling']	False	uu	37	1
['kankerbehandeling', 'darmkanker', 'tumoren']	['tumoren']	False	rug	82	6
['corrosie', 'watergebieden', 'microbiologie']	[]	False	tud	13	3235
['voorraadbeheer', 'woningmarkt', 'duurzaam bouwen']	['beton', 'verstedelijking', 'china']	False	ul	15	7
['wetenschappelijk onderwijs', 'exacte wetenschappen', 'wetenschappelijk onderzoek']	['wetenschappelijk onderwijs', 'lesgeven', 'hoger onderwijs']	False	ul	13	4
['markttheorie', 'privatisering', 'openbaar vervoer']	['nederland', 'openbaar vervoer', 'verenigd koninkrijk']	False	eur	12	44
['weefselleer ; menskunde', 'biomedische techniek', 'biomaterialen']	['biomaterialen']	False	rug	37	7
['microbiologie', 'gist', 'enzymen']	['genexpressie']	False	wur	61	17
['biotechnologie', 'milieutechniek', 'afvalwater']	['membranen']	False	wur	45	9
['chronisch zieken', 'enzymen', 'stofwisseling']	['darmkanker']	False	wur	72	6
['jeugdzorg', 'marokkanen', 'gedragsstoornissen']	['nederland', 'marokkanen', 'gedragsstoornissen']	False	eur	22	44
['katalyse', 'koolwaterstoffen', 'stikstof']	['ijzer']	False	uu	58	1
['vluchtelingen', 'rechten van het kind', 'asielrecht']	[]	False	rug	5	3235
['brandstoffen', 'chemische industrie', 'koolwaterstoffen']	[]	False	tud	16	3235
['hart- en vaatziekten', 'alcoholische dranken', 'gezondheidsonderzoek']	['hart- en vaatziekten']	False	wur	85	7
['hart- en vaatziekten', 'ontwikkelingspsychologie', 'medische psychologie']	['cardiologie']	False	eur	85	32
['kankerbehandeling', 'chemotherapie', 'geneesmiddelen ; bijwerkingen']	['kanker']	False	rug	75	20
['gedrag', 'sociale wetenschappen', 'persoonlijkheidsleer']	[]	False	rug	6	3235
['akoestiek', 'woningbouw', 'verstandelijk gehandicapten']	[]	False	tud	17	3235
['medische sociologie', 'maatschappelijke gezondheidszorg', 'roken']	['europa', 'mannen', 'roken', 'middelbare leeftijd']	False	eur	7	11
['taalstoornissen', 'orthopedagogiek', 'gedragsstoornissen']	['gedragsstoornissen']	False	rug	24	1
['microbiologie', 'computersimulatie', 'bacteriën']	['microbiologie', 'escherichia coli', 'voorspellingen']	False	rug	110	11
['politiek', 'ontwikkelingslanden', 'economische groei']	[]	False	rug	12	3235
['grasland', 'veevoeding', 'melkveehouderij']	['nederland', 'grasland']	False	wur	17	47
['verkiezingen', 'economische politiek', 'geweld']	['geweld']	False	eur	5	1
['verkeersveiligheid', 'vluchtcontrole', 'computersimulatie']	[]	False	tud	50	3235
['fysische chemie', 'proteïnen', 'polymeren']	['voedingsmiddelen', 'polymeren']	False	wur	84	9
['verstedelijking', 'bolivia', 'armoede']	[]	False	tud	10	3235
['koeltechniek', 'tropische vruchten', 'voedingsmiddelen ; conserveren']	['tropische vruchten']	False	wur	5	1
['computergeheugens', 'polymeren', 'ferromagnetische materialen']	[]	False	rug	11	3235
['borneo (eiland)', 'bosflora', 'biodiversiteit']	['kalimantan', 'biodiversiteit', 'ecologie', 'branden']	False	ul	8	30
['elektrofysiologie', 'hartritme(stoornissen)', 'celbiologie']	[]	False	uu	89	3235
['varkenshouderij', 'dierfysiologie', 'veevoeding']	['dierfysiologie', 'varkens', 'diergedrag']	False	wur	26	13
['evolutieleer', 'biologie', 'wetenschapsleer']	[]	False	ul	16	3235
['algen', 'biogeografie', 'taxonomie (biologie)']	[]	False	ul	11	3235
['regionale economie', 'ondernemerschap', 'plattelandssamenleving']	['india', 'ondernemerschap', 'armoede']	False	wur	15	9
['erosie', 'numerieke wiskunde', 'kustgebieden']	[]	False	tud	22	3235
['recycling', 'plastics', 'polymeren']	[]	False	rug	37	3235
['spectroscopie', 'grondonderzoek', 'zout']	['spectroscopie']	False	uu	32	6
['fotosynthese', 'membranen', 'proteïnen']	['fotosynthese', 'membranen']	False	rug	29	9
['basisonderwijs', 'differentiatie (onderwijs)', 'indonesië']	[]	False	rug	10	3235
['kwantumchemie', 'moleculaire natuurkunde', 'computersimulatie']	['kwantumchemie']	False	rug	56	3
['diergedrag', 'zeefauna', 'vissen']	[]	False	rug	20	3235
['atmosfeer', 'arctica', 'ozon']	['meteorologie']	False	uu	15	1
['sicilië', 'irrigatie', 'hydrologie']	['kraken', 'irrigatie']	False	wur	25	12
['computersimulatie', 'veevoeding', 'varkens']	['varkens']	False	wur	33	12
['aardappelen', 'plantengenetica', 'zetmeel']	['aardappelen', 'plantenveredeling', 'zetmeel']	False	wur	33	28
['chemotherapie', 'genexpressie', 'eierstokkanker']	[]	False	rug	36	3235
['brandstoffen', 'elektrochemie', 'energiebronnen']	[]	False	tud	12	3235
['lineaire programmering', 'algoritmen', 'toegepaste wiskunde']	[]	False	tud	26	3235
['mineralen (voeding)', 'zwangerschap', 'vitaminen (voeding)']	['zwangerschap', 'voeding', 'ijzer']	False	wur	18	12
['genen', 'erfelijke ziekten', 'verstandelijk gehandicapten']	[]	False	eur	69	3235
['kankerbehandeling', 'stamcellen', 'geneesmiddelen ; bijwerkingen']	[]	False	rug	76	3235
['bosbouw', 'bosbeheer', 'regenwouden']	[]	False	uu	9	3235
['paarden', 'spierstelsel', 'paardensport']	['spier']	False	uu	9	2
['hydraulische techniek', 'boortechnologie', 'meetkunde']	[]	False	tud	7	3235
['computersimulatie', 'hydrodynamica', 'procesbesturing']	[]	False	tud	24	3235
['geneesmiddelen', 'angsten', 'psychotherapie']	[]	False	rug	30	3235
['organische chemie', 'moleculaire biologie', 'vetten']	[]	False	uu	64	3235
['toerisme', 'regionale economie', 'plattelandsgeografie']	['toerisme', 'nederland', 'frankrijk', 'recreatie']	False	wur	14	60
['numerieke wiskunde', 'hydrodynamica', 'computersimulatie']	[]	False	rug	63	3235
['overgangsjaren', 'ovaria', 'hormonen']	[]	False	eur	16	3235
['celbiologie', 'cytostatica', 'vetten']	[]	False	rug	31	3235
['voedingsmiddelen', 'voedingsmiddelencontrole', 'dioxines']	['dioxines']	False	wur	12	1
['biodiversiteit', 'hermeneutiek', 'milieuhygiëne']	['milieubeleid', 'filosofie', 'hermeneutiek', 'filosofische stelsels']	False	wur	12	22
['vogelkunde', 'klimaatveranderingen', 'voortplanting']	[]	False	rug	27	3235
['biomedische techniek', 'biomaterialen', 'bacteriën']	[]	False	rug	89	3235
['enzymen', 'bloedvatenstelsel', 'nier(ziekten)']	['urologie']	False	rug	54	7
['sociale veranderingen', 'evolutieleer', 'methodologie']	[]	False	rug	8	3235
['sedimentologie', 'hydrodynamica', 'kustgebieden']	[]	False	tud	23	3235
['organisatieleer', 'concurrentie', 'management']	[]	False	rug	26	3235
['grondwater', 'waterbeheer', 'zeewater']	[]	False	tud	21	3235
['cardiologie', 'intensive care', 'neurologie']	[]	False	rug	46	3235
['verstedelijking', 'infrastructuur', 'personenvervoer']	[]	False	tud	16	3235
['genen', 'aangeboren afwijkingen', 'hartfalen']	[]	False	rug	74	3235
['biodiversiteit', 'burkina faso', 'agroforestry']	['agroforestry', 'biodiversiteit', 'burkina faso', 'bomen', 'west-afrika']	False	wur	17	38
['patroonherkenning', 'software', 'chips']	[]	False	tud	25	3235
['moleculen', 'astrofysica', 'grensvlakchemie']	[]	False	rug	21	3235
['materiaalmoeheid', 'metalen', 'vaste stoffen ; mechanica']	['metalen']	False	rug	39	3
['hormonen', 'farmacologie', 'moleculaire biologie']	[]	False	uu	53	3235
['voedingsmiddelencontrole', 'hygiëne', 'infectieziekten']	[]	False	wur	43	3235
['adolescentie', 'criminaliteit', 'gedragsstoornissen']	['adolescentie', 'partners']	False	uu	22	3
['gedragsstoornissen', 'jeugdpsychiatrie', 'verstandelijk gehandicapten']	['psychopathologie', 'kinderen']	False	eur	15	27
['hersenaandoeningen', 'denken', 'motoriek']	[]	False	rug	29	3235
['farmacotherapie', 'biomedische techniek', 'cardiologie']	[]	False	eur	36	3235
['katalyse', 'broeikaseffect', 'stikstof']	[]	False	tud	58	3235
['kindergeneeskunde', 'hormonen', 'astma']	['kinderen', 'astma']	False	rug	72	33
['insectenbestrijding', 'bloementeelt', 'biologische bestrijding']	['biologische bestrijding', 'epidemiologie']	False	wur	21	27
['immunologie', 'humaan papillomavirus', 'baarmoederhalskanker']	['humaan papillomavirus', 'baarmoederhalskanker']	False	ul	64	3
['kankerpatiënten', 'kleur- en smaakstoffen', 'reukstoffen']	[]	False	rug	13	3235
['rijstbouw', 'sri lanka', 'landbouweconomie']	['sri lanka']	False	wur	35	1
['immuuntherapie', 'stamceltransplantatie', 'infectieziekten']	[]	False	ul	60	3235
['stress', 'veevoeding', 'pluimvee(houderij)']	['aminozuren']	False	wur	37	5
['kankerbehandeling', 'kankeronderzoek', 'beendergestel']	['prostaatkanker', 'borstkanker']	False	ul	62	12
['economische geografie', 'cultuursociologie', 'ondernemerschap']	[]	False	rug	14	3235
['celbiologie', 'moleculaire biologie', 'bloed']	['immunologie']	False	uu	60	10
['grondwater', 'irrigatie', 'computersimulatie']	['india', 'irrigatie', 'waterbeheer', 'remote sensing']	False	wur	73	40
['biochemie', 'proteïnen', 'voedingsmiddelentechnologie']	[]	False	wur	101	3235
['stofwisselingsziekten', 'bloedvatenstelsel', 'lever(ziekten)']	[]	False	rug	31	3235
['genen', 'biometrie', 'algoritmen']	[]	False	tud	75	3235
['trombose', 'hart- en vaatziekten', 'farmacotherapie']	['trombose', 'hematologie']	False	eur	38	13
['multinationale ondernemingen', 'aansprakelijkheid', 'maatschappelijk verantwoord ondernemen']	[]	False	uu	12	3235
['nederland', 'natuurbescherming', 'landbouwgeschiedenis']	['geschiedenis', 'nederland', 'natuurbescherming', 'landbouw']	False	uu	10	73
['immunologie', 'allergie', 'infectieziekten']	['allergie']	False	ul	103	2
['oceanografie', 'sedimentologie', 'koolstofverbindingen']	[]	False	uu	27	3235
['biotechnologie', 'voedingsmiddelentechnologie', 'computers in het onderwijs']	['wetenschappelijk onderwijs', 'biotechnologie', 'bouwkunde', 'informatietechnologie', 'internet']	False	wur	45	9
['productontwikkeling', 'teamwerk', 'cognitieve psychologie']	[]	False	tud	34	3235
['aërodynamica', 'windturbines', 'waarschijnlijkheidsrekening']	[]	False	tud	15	3235
['bijen', 'mijten', 'biologische bestrijding']	[]	False	wur	15	3235
['radiologie', 'hart- en vaatziekten', 'bevolkingsonderzoek']	[]	False	rug	27	3235
['plantenfysiologie', 'gentechnologie', 'celbiologie']	['genen', 'bloemen', 'moleculaire biologie', 'plantenveredeling']	False	wur	128	31
['farmacologie', 'druggebruik', 'neurobiologie']	['verslaving']	False	uu	31	1
['organische chemie', 'enzymen', 'farmacologie']	['organische chemie']	False	wur	62	8
['plantenfysiologie', 'plantenziekten', 'moleculaire biologie']	[]	False	uu	83	3235
['kenia', 'erosie', 'landbouwproducten']	['erosie', 'kenia', 'cartografie']	False	wur	18	18
['orthopedagogiek', 'leesstoornissen', 'neuropsychologie']	[]	False	rug	12	3235
['zaad (landbouw)', 'gewasbescherming', 'insectenbestrijding']	[]	False	wur	8	3235
['methodologie', 'virtual reality', 'cad/cam']	[]	False	tud	14	3235
['biochemisch onderzoek', 'tumoren', 'nier(ziekten)']	[]	False	rug	56	3235
['gist', 'escherichia coli', 'stofwisseling']	[]	False	rug	53	3235
['technologische vernieuwing', 'materialenkennis', 'veiligheidstechniek']	['ondernemerschap']	False	tud	24	3
['industriële vormgeving', 'windturbines', 'offshore technologie']	[]	False	tud	11	3235
['veeziekten', 'dierengenetica', 'pluimvee(houderij)']	['erfelijkheid']	False	wur	22	1
['biochemisch onderzoek', 'spectroscopie', 'celbiologie']	['celbiologie']	False	wur	111	2
['psychiatrische behandelingsmethoden', 'magnetische resonantie', 'neurologie']	[]	False	rug	37	3235
['genen', 'darmziekten', 'celdood']	['celdood']	False	rug	70	4
['aansprakelijkheid', 'intelligente transportsystemen', 'verkeersveiligheid']	['aansprakelijkheid']	False	tud	11	3
['bloed', 'astma', 'celbiologie']	['migratie']	False	uu	90	1
['geneesmiddelen', 'drug targeting', 'kanker']	[]	False	rug	54	3235
['china', 'omgevingspsychologie', 'luchtverontreiniging']	[]	False	rug	18	3235
['ecosystemen', 'milieubeheer', 'milieueconomie']	['ecosystemen', 'milieubeheer', 'econometrische modellen']	False	wur	42	17
["vrachtauto's", 'automatisering', 'wegverkeer']	[]	False	tud	6	3235
['katalyse', 'organische chemie', 'moleculen']	[]	False	rug	59	3235
['immunologie', 'traumatologie', 'infectieziekten']	['traumatologie']	False	rug	99	4
['kennismanagement', 'bedrijfsomzet', 'economische groei']	[]	False	eur	9	3235
['neerslag', 'hydrologie', 'computersimulatie']	[]	False	tud	56	3235
['zweden', 'fossielen', 'vissen']	['fossielen']	False	rug	20	1
['midden- en kleinbedrijf', 'logistiek', 'management']	[]	False	tud	33	3235
['kwantummechanica', 'veldtheorie', 'zwaartekracht']	[]	False	rug	24	3235
['statistische mechanica', 'theoretische natuurkunde', 'toegepaste wiskunde']	[]	False	rug	24	3235
['vruchtbaarheid', 'zwangerschap', 'demografie']	['zwangerschap']	False	rug	19	6
['ecosystemen', 'zwarte zee', 'sedimentologie']	['zwarte zee']	False	rug	43	1
['biotechnologie', 'waterzuivering', 'afvalwater']	['milieutechniek', 'waterzuivering']	False	wur	50	5
['hart- en vaatziekten', 'celbiologie', 'geslachtshormonen']	[]	False	ul	85	3235
['kostprijsberekening', 'geneesmiddelengebruik', 'copd']	[]	False	rug	23	3235
['astrofysica', 'melkwegstelsels', 'gassen ; mechanica']	[]	False	rug	15	3235
['nederland ; geschiedenis', 'overheidsorganisatie', 'ambtenaren']	[]	False	uu	8	3235
['katalyse', 'anorganische chemie', 'chemische fysica']	[]	False	rug	53	3235
['aardkorst', 'tektoniek', 'pilbara']	[]	False	uu	12	3235
['informatiesystemen', 'landbouwbeleid', 'afrika']	['landbouwkundig onderzoek', 'zuid-afrika', 'zuidelijk afrika', 'kennismanagement', 'informatiesystemen']	False	wur	23	11
['bodemsanering', 'koolwaterstoffen', 'bacteriën']	['membranen']	False	wur	74	9
['genen', 'glaucoom', 'epidemiologie']	['epidemiologie']	False	eur	85	10
['nek- en rugklachten', 'beroepsziekten', 'ziekteverzuim']	['beroepsziekten']	False	eur	23	1
['economische psychologie', 'energie-economie', 'duurzame energie']	['milieueconomie']	False	rug	11	2
['technologie en samenleving', 'milieueconomie', 'broeikaseffect']	['milieubeleid', 'milieueconomie', 'energie', 'economische groei']	False	wur	16	24
['foutentheorie', 'informatieverwerking', 'computernetwerken']	['computernetwerken']	False	rug	13	2
['psychodiagnostiek', 'persoonlijkheidsstoornissen', 'psychotherapie']	['persoonlijkheidsstoornissen']	False	eur	8	1
['kennissystemen', 'waarschijnlijkheidsrekening', 'methodologie']	[]	False	tud	14	3235
['supergeleiding', 'signaalverwerking', 'micro-elektronica']	[]	False	tud	22	3235
['lactococcen', 'genexpressie', 'stofwisseling']	[]	False	rug	51	3235
['gambia', 'zaad (landbouw)', 'gentechnologie']	['gambia', 'zaden']	False	wur	9	12
['geografische informatiesystemen', 'gezondheidszorg ; buitenland', 'tanzania']	[]	False	uu	22	3235
['endocrinologie', 'tumoren', 'neurologie']	[]	False	eur	52	3235
['zuigelingenzorg', 'moederschap', 'gezondheidsvoorlichting']	['nederland', "baby's", 'gezondheidszorg', 'voorlichting']	False	wur	6	49
['diagnostiek', 'darmkanker', 'gezondheidsonderzoek']	[]	False	eur	38	3235
['vegetatiekunde', 'erosie', 'waterhuishouding']	['burkina faso']	False	wur	29	2
['ziekte van huntington', 'biomarkers', 'diagnostiek']	[]	False	rug	13	3235
['natuurbeheer en -ontwikkeling', 'ecologie', 'wetenschapsleer']	[]	False	tud	17	3235
['sedimentologie', 'geochemie', 'oceanografie']	[]	False	uu	23	3235
['kindergeneeskunde', 'eerstelijnsgezondheidszorg', 'gedragsstoornissen']	[]	False	rug	50	3235
['chemotherapie', 'tumoren', 'gentherapie']	[]	False	eur	51	3235
['proteïnen', 'gastro-enterologie', 'lever(ziekten)']	['geneesmiddelen']	False	rug	108	3
['bloed', 'genen', 'celbiologie']	['hematologie']	False	eur	90	8
['plantenziekten', 'plantengenetica', 'bloementeelt']	['bloembollen']	False	wur	37	1
['ethiopië', 'irrigatie', 'landbouwbeleid']	['overheidsbeleid', 'irrigatie', 'landbouwbeleid']	False	wur	25	28
['biotechnologie', 'farmaceutische producten', 'stofwisseling']	[]	False	rug	73	3235
['neurofysiologie', 'immunologie', 'bacteriën']	[]	False	uu	118	3235
['virussen', 'veeziekten', 'infectieziekten']	[]	False	uu	52	3235
['leukemie', 'stamcellen', 'bloed']	[]	False	rug	31	3235
['hiv', 'kindergeneeskunde', 'farmacotherapie']	['kinderen', 'hiv', 'farmacotherapie', 'aids']	False	eur	20	30
['toegepaste taalwetenschap', 'computerlinguïstiek', 'wiskundige logica']	[]	False	uu	10	3235
['kwantummechanica', 'moleculaire natuurkunde', 'elektromagnetisme']	[]	False	rug	32	3235
['kindergeneeskunde', 'medische instrumenten en apparaten', 'astma']	['kleuters']	False	uu	61	1
['industriële vormgeving', 'consumentenaangelegenheden', 'productontwikkeling']	[]	False	tud	14	3235
['publiek-private samenwerking', 'ondernemingsbestuur', 'maatschappelijk verantwoord ondernemen']	[]	False	rug	5	3235
['markttheorie', 'privatisering', 'economische orde']	[]	False	rug	9	3235
['ecosystemen', 'milieueconomie', 'kustgebieden']	[]	False	rug	48	3235
['microbiologie', 'visteelt', 'waterbeheer']	['aquacultuur', 'recycling', 'visteelt']	False	wur	59	10
['hart- en vaatziekten', 'depressiviteit', 'patiënten']	['cardiologie', 'neurologie']	False	rug	88	29
['proteïnen', 'membranen', 'bacteriën']	[]	False	rug	156	3235
['bewegingstherapie', 'gerontologie', 'computersimulatie']	[]	False	rug	54	3235
['biomarkers', 'keel-, neus- en oorziekten', 'plaveiselcelcarcinoom']	[]	False	rug	34	3235
['kankerbehandeling', 'chromatografie', 'farmacologie']	['massaspectrometrie']	False	uu	70	3
['sedimentologie', 'kustgebieden', 'computersimulatie']	[]	False	tud	63	3235
['autoverkeer', 'ethologie', 'china']	[]	False	tud	16	3235
['filippijnen', 'landbouwbedrijfsleer', 'landbouweconomie']	['filippijnen', 'marketing', 'maatschappij', 'landbouw', 'technologie', 'sociale economie']	False	wur	31	30
['immunologie', 'vaccinatie', 'celbiologie']	['immunologie']	False	uu	146	10
['fysische chemie', 'vloeistoffen', 'analytische chemie']	[]	False	tud	23	3235
['chemotherapie', 'kankeronderzoek', 'eierstokkanker']	['kanker']	False	rug	34	20
['biotechnologie', 'aminozuren', 'enzymen']	[]	False	rug	50	3235
['ecosystemen', 'rivieren', 'geomorfologie']	[]	False	tud	44	3235
['klimatologie', 'differentiaalvergelijkingen', 'vectorrekening']	[]	False	rug	13	3235
['couveusekinderen', 'hormonen', 'longziekten']	['endocrinologie']	False	eur	32	2
['antibiotica', 'schimmels', 'microbiologie']	['antibiotica']	False	wur	41	5
['proteïnen', 'nierdialyse', 'stofwisseling']	['stofwisseling']	False	rug	123	3
['italië', 'archeologie', 'aardewerk']	[]	False	rug	5	3235
['hart- en vaatziekten', 'echocardiografie', 'epidemiologie']	['echografie']	False	eur	105	1
['cytostatica', 'darmziekten', 'celbiologie']	['gastro-enterologie']	False	eur	100	10
['plantenfysiologie', 'spectroscopie', 'celbiologie']	['analytische chemie']	False	wur	133	1
['plantenfysiologie', 'milieutoxicologie', 'aluminium']	['planten', 'plantenfysiologie', 'aluminium']	False	wur	43	13
['landinrichting', 'landschapsecologie', 'landschapsarchitectuur']	['ruimtelijke ordening', 'ecosystemen', 'nederland', 'landschapsecologie', 'natuurbescherming', 'landschapsbescherming', 'landschapsarchitectuur']	False	wur	17	79
['bangladesh', 'voedselvraagstuk', 'vitaminen (voeding)']	['kindervoeding', 'bangladesh', 'vrouwen', 'zwangerschap']	False	wur	18	13
['hart- en vaatziekten', 'overgewicht', 'voedingsleer']	[]	False	eur	94	3235
['nonnen', 'middelnederlandse letterkunde', 'moderne devotie']	['nederlandse letterkunde', 'nonnen', 'nederland', 'moderne devotie']	False	rug	4	57
['indonesië', 'arbitrage', 'milieurecht']	[]	False	ul	8	3235
['waarschijnlijkheidsrekening', 'computernetwerken', 'theoretische informatica']	[]	False	uu	17	3235
['tribologie', 'sluizen', 'hydrostatica']	[]	False	tud	8	3235
